Time,L 5 X,L 5 Y,L 5 Z,L 5 Length,L 5 v(X),L 5 v(Y),L 5 v(Z),L 5 v(abs),L 5 a(X),L 5 a(Y),L 5 a(Z),L 5 a(abs),L 5 #2D
0.73333,-0.04743788,0.40155992,0.93486828,0.0073757,-0.00715221,0.00803981,0.00092388,0.01080029,-0.10496963,-0.15019241,0.01492035,-0.01987474,3
0.741664,-0.04751479,0.40162465,0.93488246,0.00747721,-0.00823728,0.00579807,0.00109911,0.01013304,-0.06720468,-0.14731646,-0.00525241,-0.04177307,3
0.749997,-0.04759277,0.40168306,0.93489861,0.00757598,-0.00891726,0.00340582,0.0009203,0.0095898,-0.02868183,-0.12323955,-0.0207557,-0.05619693,3
0.75833,-0.0476638,0.40167782,0.93489683,0.00764722,-0.00870757,0.0027913,0.00049889,0.00915762,0.0037671,-0.06011174,-0.0305512,-0.04039646,3
0.766664,-0.04773692,0.40168306,0.93490136,0.00772067,-0.00806551,0.00322313,0.00007272,0.00868598,0.03164354,0.03307846,-0.03516225,-0.0102473,3
0.774997,-0.04780801,0.40167341,0.93489468,0.00779272,-0.0076843,0.00399025,-0.00014067,0.0086597,0.0390171,0.09405685,-0.03291633,0.01457997,3
0.78333,-0.04786475,0.40175796,0.93489742,0.00789458,-0.00748,0.00516417,-0.00030875,0.00909475,0.02253968,0.08993759,-0.03038073,0.02767279,3
0.791663,-0.04791723,0.40182424,0.9348917,0.00797932,-0.00729758,0.00640603,-0.00052095,0.00972436,0.0066444,0.06703494,-0.03455786,0.0331151,3
0.799997,-0.04798192,0.40187424,0.93489248,0.00806108,-0.00735841,0.00686589,-0.0007993,0.01009581,0.00307069,0.04973991,-0.0434569,0.0320062,3
0.80833,-0.04804298,0.40191725,0.93487924,0.00813693,-0.00754937,0.00635239,-0.0012374,0.00994369,0.00073813,0.0184794,-0.05065602,0.01841364,3
0.816663,-0.0481129,0.40196365,0.93487227,0.00822114,-0.0075167,0.00644835,-0.00176728,0.01006008,-0.00308894,-0.02686821,-0.05553529,-0.00495352,3
0.824997,-0.04817447,0.40202916,0.93485129,0.00831345,-0.00736515,0.00668379,-0.00228883,0.01020575,-0.01056862,-0.07208048,-0.0565283,-0.01849441,3
0.83333,-0.04823431,0.40208745,0.93483365,0.00839884,-0.00737189,0.00625106,-0.00272931,0.01004339,-0.03710737,-0.14570831,-0.05176706,-0.00275367,3
0.841663,-0.04828995,0.4021495,0.93480313,0.00848759,-0.00761136,0.00472071,-0.00316383,0.00949882,-0.08175664,-0.24072842,-0.03655224,0.04143857,3
0.849997,-0.04835065,0.40219042,0.93477851,0.00856482,-0.00841062,0.00216574,-0.0035,0.00936371,-0.11974852,-0.27558368,-0.01246819,0.08117083,3
0.85833,-0.04842314,0.40219715,0.93474597,0.00864457,-0.00995748,-0.00167937,-0.00368477,0.01074938,-0.14327537,-0.22783104,0.01584424,0.1048057,3
0.866663,-0.04850592,0.40217498,0.93471527,0.0087356,-0.01167287,-0.00451775,-0.00330151,0.01294473,-0.1603633,-0.14841795,0.04203354,0.13471726,3
0.874996,-0.04861275,0.4021084,0.9346804,0.00886622,-0.01287201,-0.00450345,-0.00270189,0.01390215,-0.16982347,-0.06753438,0.05454584,0.15761043,3
0.88333,-0.04874352,0.40200144,0.93465573,0.00903695,-0.01395138,-0.00305266,-0.00190914,0.01440849,-0.18055046,-0.01683724,0.0454966,0.16821687,3
0.891663,-0.04886454,0.40199572,0.93465412,0.00915812,-0.01534647,-0.00241281,-0.00143469,0.01560109,-0.21338636,-0.05733655,0.01386414,0.21599111,3
0.899996,-0.04898051,0.40203476,0.9346472,0.00928068,-0.01720711,-0.00317962,-0.00148893,0.01756165,-0.25852203,-0.16739383,-0.03237989,0.30196956,3
0.90833,-0.04911508,0.4020744,0.93465072,0.00942101,-0.01971979,-0.00552895,-0.00200094,0.02057773,-0.28431657,-0.24477446,-0.08241243,0.35714802,3
0.916663,-0.04928885,0.40198958,0.93461841,0.00961705,-0.02273718,-0.00908647,-0.00304045,0.02467362,-0.2789295,-0.23191226,-0.11336182,0.34917417,3
0.924996,-0.04950966,0.40183482,0.93458718,0.00988851,-0.02539362,-0.01204376,-0.00430288,0.02843243,-0.24299054,-0.15292941,-0.11742807,0.29210398,3
0.93333,-0.04974746,0.40168735,0.93454951,0.01017084,-0.02719093,-0.01272385,-0.0056714,0.03055172,-0.17839302,-0.04762505,-0.10333381,0.19886465,3
0.941663,-0.04998796,0.40159357,0.93449545,0.01043458,-0.02819117,-0.01132493,-0.00635746,0.0310389,-0.10101692,0.03862233,-0.07662355,0.09315851,3
0.949996,-0.05021292,0.4015398,0.93444312,0.01067172,-0.02861295,-0.00977669,-0.00666323,0.03096261,-0.03153113,0.0579278,-0.03674182,0.0135931,3
0.958329,-0.05044621,0.40148935,0.93436086,0.01092418,-0.02853845,-0.00906233,-0.00680569,0.03070645,0.0349098,0.02915815,0.00557664,-0.04396581,3
0.966663,-0.05069333,0.40139475,0.93432015,0.01119189,-0.02807453,-0.00965122,-0.00676039,0.03044714,0.11168916,0.01757931,0.02923751,-0.11415816,3
0.974996,-0.05094129,0.40130261,0.93426394,0.01146233,-0.02716481,-0.01087044,-0.00625672,0.02992056,0.18698074,0.0394425,0.03937035,-0.19361399,3
0.983329,-0.05116651,0.40120766,0.93421692,0.01171123,-0.02520799,-0.01059119,-0.0055212,0.02789444,0.24271205,0.08318489,0.04773656,-0.26062092,3
